basis_direction_1_coef,basis_direction_2_coef,S_cov
0.575,-1.15,0.30288930541019404
0.6133333333333333,-1.15,0.3218102981997637
0.6516666666666666,-1.15,0.3398187437082937
0.69,-1.15,0.3568732102128508
0.7283333333333333,-1.15,0.3730779341948714
0.7666666666666666,-1.15,0.3885868594997079
0.8049999999999999,-1.15,0.40335005450186484
0.8433333333333333,-1.15,0.41726853631803257
0.8816666666666664,-1.15,0.4302473151672984
0.9199999999999999,-1.15,0.442359384914816
0.9583333333333335,-1.15,0.4538270443157846
0.9966666666666666,-1.15,0.46482043019186103
1.0349999999999997,-1.15,0.4753644505724731
1.0733333333333333,-1.15,0.4854080375469056
1.1116666666666668,-1.15,0.49490477486620293
1.15,-1.15,0.5038415562872103
-1.15,-1.1116666666666666,0.6821658109742871
-1.1116666666666666,-1.1116666666666666,0.6788822110436632
-1.0733333333333333,-1.1116666666666666,0.6754133336633689
-1.035,-1.1116666666666666,0.6717541916928121
-0.9966666666666666,-1.1116666666666666,0.6679056349959792
-0.9583333333333333,-1.1116666666666666,0.6638709544917282
-0.9199999999999999,-1.1116666666666666,0.659650832166422
-0.8816666666666666,-1.1116666666666666,0.6552345401251446
-0.8433333333333333,-1.1116666666666666,0.6505964139663057
-0.8049999999999999,-1.1116666666666666,0.6457108480536848
-0.7666666666666666,-1.1116666666666666,0.6405953674090077
-0.7283333333333333,-1.1116666666666666,0.6352532145984575
-0.69,-1.1116666666666666,0.6296094550792584
-0.6516666666666666,-1.1116666666666666,0.6237383984553327
-0.6133333333333333,-1.1116666666666666,0.6176861919195866
-0.575,-1.1116666666666666,0.6112225876608491
-0.5366666666666666,-1.1116666666666666,0.6047097947283366
-0.4983333333333333,-1.1116666666666666,0.5985247434176449
-0.45999999999999996,-1.1116666666666666,0.5924150365725648
-0.42166666666666663,-1.1116666666666666,0.5861824688081398
-0.3833333333333333,-1.1116666666666666,0.5803630500842459
-0.345,-1.1116666666666666,0.5744529000877101
-0.30666666666666664,-1.1116666666666666,0.5655360070685997
-0.2683333333333333,-1.1116666666666666,0.5492133676452072
-0.22999999999999998,-1.1116666666666666,0.5250995820469995
-0.19166666666666665,-1.1116666666666666,0.4926399730354883
-0.15333333333333332,-1.1116666666666666,0.450663916200715
-0.11499999999999999,-1.1116666666666666,0.399700749069012
-0.07666666666666666,-1.1116666666666666,0.339219913565185
